applicationid,applicationno,agentid
44244,620002885,0000656809
44243,620002882,0000644355
44247,620002877,0000016423
44246,620002886,0000531336
44245,620002883,0000694128
44238,620002880,0000642039
44241,620002881,0000564143
44239,620002879,0000528551
44240,620002875,0000017627
44237,620002878,0000617126
44236,620002874,0000573403
44235,620002872,0000626671
44234,620002873,0000108027
44233,620002871,0000617286
44232,620002870,0000016970
44230,620002868,0000653699
44228,620002865,0000015545
44231,620002869,0000631481
44226,620002863,0000072616
44229,620002867,0000005057
44225,620002864,0000164149
44224,620002862,0000550175
44222,620002861,0000016764
44221,620002859,0000637425
44220,620002858,0000657361
44219,620002855,0000221584
44217,620002856,0000195560
44218,620002857,0000618092
44216,620002854,0000003868
44215,620002852,0000063555
44214,620002853,0000550124
44213,620002851,0000658348
44212,620002850,0000093842
44211,620002849,0000632628
44210,620002848,0000012552
42169,620000764,0000632550
42257,620000850,0000632550
42275,620000869,0000632550
42340,620000936,0000632550
42457,620001059,0000632550
42539,620001141,0000632550
42632,620001236,0000632550
42705,620001311,0000632550
42808,620001415,0000632550
42890,620001499,0000632550
43021,620001632,0000632550
43098,620001710,0000632550
43198,620001812,0000632550
43320,620001940,0000632550
43384,620002007,0000632550
43482,620002108,0000632550
43526,620002155,0000632550
43600,620002228,0000632550
43686,620002315,0000632550
43766,620002395,0000632550
43874,620002503,0000632550
43990,620002621,0000632550
42219,620000812,0000015036
42305,620000899,0000015036
42562,620001165,0000015036
42684,620001290,0000015036
42768,620001375,0000015036
42867,620001473,0000015036
43184,620001797,0000015036
43244,620001865,0000015036
43340,620001961,0000015036
43531,620002160,0000015036
43625,620002256,0000015036
43735,620002367,0000015036
43782,620002411,0000015036
44039,620002672,0000015036
43042,620001653,0000015036
42392,620000991,0000015036
44185,620002825,0000017627
44183,620002822,0000573403
44173,620002810,0000164149
42155,620000748,0000016764
42230,620000821,0000016764
42345,620000943,0000016764
42435,620001035,0000016764
42516,620001119,0000016764
42724,620001329,0000016764
42605,620001209,0000016764
42798,620001405,0000016764
42935,620001544,0000016764
42992,620001603,0000016764
43212,620001827,0000016764
43128,620001741,0000016764
43316,620001935,0000016764
43380,620002001,0000016764
43467,620002093,0000016764
43571,620002199,0000016764
43800,620002429,0000016764
43659,620002288,0000016764
43806,620002437,0000016764
43878,620002507,0000016764
43989,620002622,0000016764
44161,620002799,0000016764
42266,620000859,0000694128
42331,620000927,0000694128
42423,620001024,0000694128
42555,620001158,0000694128
42723,620001328,0000694128
42624,620001229,0000694128
42838,620001446,0000694128
43018,620001630,0000694128
42909,620001518,0000694128
43120,620001733,0000694128
43317,620001937,0000694128
43182,620001796,0000694128
43369,620001992,0000694128
43484,620002110,0000694128
43608,620002236,0000694128
43702,620002331,0000694128
43895,620002526,0000694128
43791,620002421,0000694128
43973,620002604,0000694128
44160,620002797,0000694128
42252,620000844,0000521318
42145,620000737,0000521318
42330,620000928,0000521318
42551,620001154,0000521318
42143,620000734,0000573403
42456,620001057,0000521318
42233,620000826,0000573403
42356,620000954,0000573403
42616,620001218,0000521318
42412,620001012,0000573403
42831,620001438,0000521318
42708,620001313,0000521318
42619,620001222,0000573403
42945,620001553,0000521318
42546,620001149,0000573403
42891,620001500,0000521318
42713,620001318,0000573403
43023,620001633,0000521318
42911,620001522,0000573403
43129,620001742,0000521318
42800,620001409,0000573403
43319,620001938,0000521318
42986,620001597,0000573403
43383,620002006,0000521318
43086,620001699,0000573403
43475,620002105,0000521318
43582,620002210,0000521318
43194,620001809,0000573403
43295,620001914,0000573403
43699,620002329,0000521318
43410,620002033,0000573403
43760,620002389,0000521318
43493,620002120,0000573403
43876,620002504,0000521318
43563,620002191,0000573403
43970,620002601,0000521318
43687,620002316,0000573403
44053,620002686,0000521318
43762,620002392,0000573403
43883,620002512,0000573403
43967,620002599,0000573403
44059,620002692,0000573403
44157,620002794,0000521318
44159,620002798,0000573403
42157,620000747,0000027292
42254,620000846,0000027292
42328,620000925,0000027292
42506,620001109,0000027292
42612,620001216,0000027292
42700,620001305,0000027292
42823,620001431,0000027292
42988,620001599,0000027292
42902,620001512,0000027292
43103,620001717,0000027292
43303,620001922,0000027292
43203,620001814,0000027292
43486,620002115,0000027292
43377,620002002,0000027292
43588,620002216,0000027292
43705,620002332,0000027292
43788,620002417,0000027292
43854,620002483,0000027292
43948,620002579,0000027292
44012,620002643,0000027292
42087,620000677,0000550175
42153,620000746,0000550175
42231,620000825,0000550175
42342,620000938,0000550175
42443,620001044,0000550175
42621,620001226,0000550175
42532,620001134,0000550175
42701,620001306,0000550175
42893,620001502,0000550175
42818,620001427,0000550175
43030,620001641,0000550175
43192,620001806,0000550175
43087,620001697,0000550175
43238,620001858,0000550175
43318,620001939,0000550175
43395,620002015,0000550175
43506,620002133,0000550175
43560,620002188,0000550175
43680,620002309,0000550175
43799,620002428,0000550175
43869,620002499,0000550175
43968,620002598,0000550175
44156,620002796,0000027292
44158,620002795,0000550175
42054,620000640,0000644355
42168,620000759,0000644355
42270,620000863,0000644355
42347,620000944,0000644355
42459,620001060,0000644355
42533,620001136,0000644355
42637,620001241,0000644355
42728,620001332,0000644355
42762,620001372,0000644355
42834,620001441,0000644355
42897,620001505,0000644355
43015,620001626,0000644355
43108,620001721,0000644355
43193,620001807,0000644355
43308,620001928,0000644355
43411,620002034,0000644355
43464,620002091,0000644355
43567,620002195,0000644355
43663,620002292,0000644355
43764,620002393,0000644355
43813,620002442,0000644355
43856,620002485,0000644355
43957,620002588,0000644355
44057,620002690,0000644355
44155,620002793,0000644355
42176,620000768,0000632628
42238,620000831,0000632628
42341,620000939,0000632628
42442,620001042,0000632628
42550,620001153,0000632628
42623,620001227,0000632628
42737,620001342,0000632628
42799,620001407,0000632628
42912,620001520,0000632628
43014,620001625,0000632628
43093,620001706,0000632628
43211,620001826,0000632628
43277,620001897,0000632628
43391,620002014,0000632628
43494,620002121,0000632628
43592,620002220,0000632628
43678,620002307,0000632628
43770,620002399,0000632628
43886,620002515,0000632628
43958,620002589,0000632628
44060,620002693,0000632628
44154,620002792,0000632628
42130,620000722,0000631481
42175,620000767,0000631481
42228,620000822,0000631481
42351,620000949,0000631481
42427,620001026,0000631481
42527,620001129,0000631481
42613,620001217,0000631481
42699,620001304,0000631481
42819,620001425,0000631481
42895,620001506,0000631481
43025,620001636,0000631481
43106,620001719,0000631481
43181,620001795,0000631481
43297,620001917,0000631481
43386,620002009,0000631481
43500,620002127,0000631481
43569,620002196,0000631481
43693,620002321,0000631481
43780,620002409,0000631481
43855,620002484,0000631481
43950,620002581,0000631481
44153,620002789,0000631481
42151,620000743,0000550124
42227,620000820,0000550124
42361,620000959,0000550124
42430,620001030,0000550124
42528,620001131,0000550124
42615,620001220,0000550124
42715,620001319,0000550124
42839,620001445,0000550124
42929,620001536,0000550124
43004,620001615,0000550124
43048,620001660,0000550124
43092,620001704,0000550124
43178,620001792,0000550124
43278,620001898,0000550124
43375,620002000,0000550124
43503,620002130,0000550124
43579,620002206,0000550124
43656,620002285,0000550124
43778,620002408,0000550124
43897,620002527,0000550124
43979,620002611,0000550124
44056,620002689,0000550124
42132,620000724,0000658348
42226,620000819,0000658348
42326,620000923,0000658348
42422,620001022,0000658348
42538,620001142,0000658348
42629,620001232,0000658348
42743,620001348,0000658348
42810,620001417,0000658348
42905,620001515,0000658348
42999,620001610,0000658348
43121,620001734,0000658348
43196,620001815,0000658348
43283,620001903,0000658348
43398,620002021,0000658348
43463,620002089,0000658348
43566,620002194,0000658348
43674,620002304,0000658348
43777,620002406,0000658348
43853,620002482,0000658348
43984,620002616,0000658348
44152,620002790,0000658348
44151,620002788,0000550124
44149,620002784,0000617126
42144,620000736,0000015545
42265,620000858,0000015545
42323,620000920,0000015545
42432,620001032,0000015545
42554,620001157,0000015545
42633,620001237,0000015545
42709,620001314,0000015545
42809,620001416,0000015545
42930,620001539,0000015545
42987,620001598,0000015545
43091,620001703,0000015545
43225,620001839,0000015545
43313,620001933,0000015545
43378,620002003,0000015545
43471,620002098,0000015545
43573,620002201,0000015545
43688,620002317,0000015545
44150,620002787,0000012552
43784,620002414,0000015545
43857,620002486,0000015545
43955,620002586,0000015545
42055,620000641,0000642039
42064,620000652,0000642039
42158,620000755,0000642039
42251,620000843,0000642039
42325,620000922,0000642039
42453,620001054,0000642039
42544,620001146,0000642039
42628,620001233,0000642039
42722,620001327,0000642039
42841,620001448,0000642039
42934,620001543,0000642039
43010,620001621,0000642039
43100,620001716,0000642039
43185,620001802,0000642039
43293,620001913,0000642039
43368,620001991,0000642039
43477,620002104,0000642039
43590,620002218,0000642039
43689,620002318,0000642039
43769,620002397,0000642039
43891,620002521,0000642039
43994,620002626,0000642039
44052,620002685,0000642039
44146,620002783,0000015545
44148,620002786,0000642039
42056,620000642,0000063555
42173,620000763,0000063555
42263,620000857,0000063555
42344,620000940,0000063555
42452,620001053,0000063555
42478,620001079,0000063555
42520,620001123,0000063555
42572,620001175,0000063555
42647,620001251,0000063555
42742,620001347,0000063555
42825,620001432,0000063555
42853,620001457,0000063555
42926,620001535,0000063555
42989,620001600,0000063555
43089,620001701,0000063555
43220,620001835,0000063555
43274,620001894,0000063555
43416,620002040,0000063555
43474,620002100,0000063555
43595,620002223,0000063555
43698,620002324,0000063555
43779,620002407,0000063555
43991,620002623,0000063555
44145,620002782,0000063555
42161,620000752,0000017627
42232,620000824,0000017627
42414,620001014,0000017627
42321,620000918,0000017627
42639,620001242,0000017627
42552,620001155,0000017627
42747,620001352,0000017627
42933,620001542,0000017627
42835,620001442,0000017627
42991,620001602,0000017627
43081,620001693,0000017627
43186,620001801,0000017627
43284,620001904,0000017627
43405,620002028,0000017627
43478,620002103,0000017627
43572,620002200,0000017627
43665,620002294,0000017627
43759,620002388,0000017627
43890,620002519,0000017627
43919,620002546,0000017627
43974,620002606,0000017627
44144,620002781,0000017627
42240,620000832,0000657361
42133,620000725,0000657361
42333,620000930,0000657361
42429,620001029,0000657361
42543,620001147,0000657361
42603,620001207,0000657361
42726,620001331,0000657361
42803,620001410,0000657361
42894,620001503,0000657361
43007,620001618,0000657361
43110,620001723,0000657361
43180,620001794,0000657361
43304,620001924,0000657361
43408,620002030,0000657361
43480,620002109,0000657361
43593,620002221,0000657361
43691,620002320,0000657361
43772,620002401,0000657361
43866,620002495,0000657361
43996,620002628,0000657361
44143,620002780,0000003868
44142,620002779,0000657361
42267,620000860,0000016970
42358,620000956,0000016970
42371,620000969,0000016970
42444,620001043,0000016970
42536,620001140,0000016970
42646,620001250,0000016970
42725,620001330,0000016970
42830,620001437,0000016970
42919,620001528,0000016970
43020,620001631,0000016970
43095,620001707,0000016970
43189,620001798,0000016970
43389,620002012,0000016970
43275,620001895,0000016970
43497,620002124,0000016970
43584,620002212,0000016970
43681,620002310,0000016970
43618,620002244,0000016970
43765,620002394,0000016970
43893,620002524,0000016970
43976,620002609,0000016970
44141,620002778,0000016970
42170,620000761,0000528551
42234,620000827,0000528551
42274,620000870,0000528551
42348,620000945,0000528551
42420,620001020,0000528551
42510,620001113,0000528551
42635,620001238,0000528551
42719,620001325,0000528551
42836,620001443,0000528551
42921,620001530,0000528551
43009,620001619,0000528551
43122,620001735,0000528551
43221,620001836,0000528551
43305,620001925,0000528551
43396,620002019,0000528551
43504,620002131,0000528551
43523,620002150,0000528551
43605,620002233,0000528551
43660,620002289,0000528551
43790,620002419,0000528551
43898,620002530,0000528551
43956,620002587,0000528551
44139,620002776,0000528551
42141,620000735,0000221584
42247,620000840,0000221584
42364,620000962,0000221584
42436,620001036,0000221584
42512,620001114,0000221584
42625,620001228,0000221584
42720,620001324,0000221584
42815,620001423,0000221584
42904,620001513,0000221584
43022,620001634,0000221584
43126,620001739,0000221584
43218,620001833,0000221584
43273,620001893,0000221584
43412,620002035,0000221584
43468,620002094,0000221584
43570,620002198,0000221584
43667,620002296,0000221584
43720,620002352,0000221584
43781,620002410,0000221584
43877,620002506,0000221584
43988,620002620,0000221584
44138,620002775,0000221584
42152,620000744,0000628055
42269,620000862,0000628055
42332,620000929,0000628055
42448,620001048,0000628055
42534,620001138,0000628055
42614,620001219,0000628055
42707,620001312,0000628055
42822,620001428,0000628055
42913,620001521,0000628055
42993,620001604,0000628055
43115,620001726,0000628055
43138,620001754,0000628055
43206,620001821,0000628055
43276,620001896,0000628055
43327,620001946,0000628055
43387,620002011,0000628055
43473,620002101,0000628055
43596,620002224,0000628055
43658,620002287,0000628055
43803,620002432,0000628055
43873,620002501,0000628055
43951,620002582,0000628055
44137,620002774,0000628055
42138,620000730,0000016423
42237,620000828,0000016423
42363,620000961,0000016423
42425,620001025,0000016423
42471,620001073,0000016423
42541,620001143,0000016423
42622,620001225,0000016423
42711,620001316,0000016423
42812,620001420,0000016423
42920,620001529,0000016423
43005,620001617,0000016423
43049,620001664,0000016423
43123,620001736,0000016423
43188,620001803,0000016423
43289,620001908,0000016423
43406,620002029,0000016423
43509,620002136,0000016423
43564,620002192,0000016423
43694,620002322,0000016423
43716,620002346,0000016423
43794,620002423,0000016423
43810,620002436,0000016423
43875,620002505,0000016423
43993,620002624,0000016423
44051,620002682,0000016423
44135,620002772,0000016423
42146,620000739,0000337497
42259,620000852,0000337497
42458,620001058,0000337497
42535,620001139,0000337497
42644,620001248,0000337497
42748,620001353,0000337497
42829,620001435,0000337497
42936,620001545,0000337497
43031,620001642,0000337497
43112,620001725,0000337497
43205,620001819,0000337497
43282,620001902,0000337497
43414,620002037,0000337497
43428,620002050,0000337497
43510,620002138,0000337497
43561,620002189,0000337497
43657,620002286,0000337497
43763,620002391,0000337497
43858,620002487,0000337497
43977,620002607,0000337497
44050,620002684,0000337497
44136,620002773,0000337497
42172,620000765,0000653699
42249,620000842,0000653699
42279,620000867,0000653699
42360,620000958,0000653699
42438,620001037,0000653699
42540,620001144,0000653699
42564,620001167,0000653699
42620,620001223,0000653699
42732,620001337,0000653699
42824,620001430,0000653699
42900,620001509,0000653699
43001,620001613,0000653699
43118,620001731,0000653699
43149,620001750,0000653699
43216,620001831,0000653699
43285,620001905,0000653699
43413,620002036,0000653699
43476,620002102,0000653699
43559,620002187,0000653699
43682,620002311,0000653699
43754,620002383,0000653699
43881,620002510,0000653699
43978,620002610,0000653699
44061,620002694,0000653699
44134,620002771,0000653699
42165,620000756,0000005057
42242,620000836,0000005057
42338,620000935,0000005057
42449,620001049,0000005057
42547,620001150,0000005057
42642,620001246,0000005057
42710,620001315,0000005057
42764,620001373,0000005057
42832,620001439,0000005057
42910,620001519,0000005057
43006,620001616,0000005057
43096,620001709,0000005057
43217,620001832,0000005057
43281,620001901,0000005057
43329,620001950,0000005057
43393,620002017,0000005057
43485,620002112,0000005057
43607,620002235,0000005057
43696,620002327,0000005057
43767,620002398,0000005057
43867,620002496,0000005057
43962,620002591,0000005057
44062,620002695,0000005057
44133,620002770,0000005057
42160,620000750,0000656809
42188,620000781,0000656809
42268,620000861,0000656809
42355,620000953,0000656809
42421,620001021,0000656809
42518,620001121,0000656809
42650,620001255,0000656809
42741,620001346,0000656809
42816,620001422,0000656809
42927,620001537,0000656809
43028,620001639,0000656809
43082,620001694,0000656809
43202,620001818,0000656809
43286,620001906,0000656809
43381,620002004,0000656809
43483,620002111,0000656809
43601,620002229,0000656809
43664,620002295,0000656809
43802,620002431,0000656809
43882,620002511,0000656809
44132,620002769,0000656809
42063,620000651,0000019731
42159,620000754,0000019731
42260,620000853,0000019731
42317,620000914,0000019731
42446,620001047,0000019731
42526,620001130,0000019731
42634,620001239,0000019731
42663,620001269,0000019731
42745,620001350,0000019731
42821,620001429,0000019731
42922,620001531,0000019731
43029,620001640,0000019731
43053,620001663,0000019731
43114,620001727,0000019731
43195,620001810,0000019731
43240,620001859,0000019731
43315,620001936,0000019731
43400,620002023,0000019731
43490,620002119,0000019731
43597,620002225,0000019731
43677,620002306,0000019731
43789,620002418,0000019731
43894,620002525,0000019731
43964,620002594,0000019731
44131,620002768,0000019731
42127,620000720,0000508962
42171,620000760,0000508962
42246,620000839,0000508962
42354,620000952,0000508962
42450,620001051,0000508962
42519,620001122,0000508962
42607,620001211,0000508962
42712,620001317,0000508962
42795,620001402,0000508962
42931,620001540,0000508962
43016,620001627,0000508962
43109,620001722,0000508962
43199,620001811,0000508962
43280,620001900,0000508962
43379,620002005,0000508962
43432,620002054,0000508962
43472,620002099,0000508962
43525,620002152,0000508962
43604,620002232,0000508962
43676,620002303,0000508962
43773,620002402,0000508962
43871,620002500,0000508962
43985,620002617,0000508962
42235,620000830,0000628351
42322,620000919,0000628351
42431,620001031,0000628351
42529,620001132,0000628351
42643,620001247,0000628351
42664,620001267,0000628351
42718,620001323,0000628351
42805,620001412,0000628351
42906,620001514,0000628351
43027,620001638,0000628351
43084,620001698,0000628351
43224,620001838,0000628351
43287,620001909,0000628351
43328,620001952,0000628351
43392,620002016,0000628351
43487,620002113,0000628351
43577,620002205,0000628351
43661,620002290,0000628351
43801,620002430,0000628351
43872,620002502,0000628351
43995,620002627,0000628351
44045,620002678,0000628351
44130,620002767,0000508962
44129,620002766,0000628351
42164,620000757,0000626671
42253,620000847,0000626671
42349,620000946,0000626671
42424,620001023,0000626671
42508,620001111,0000626671
42604,620001208,0000626671
42703,620001308,0000626671
42843,620001450,0000626671
43003,620001614,0000626671
43105,620001718,0000626671
43223,620001840,0000626671
43299,620001919,0000626671
43373,620001996,0000626671
43470,620002096,0000626671
43578,620002207,0000626671
43679,620002308,0000626671
43775,620002405,0000626671
43879,620002508,0000626671
43952,620002583,0000626671
44044,620002677,0000626671
44128,620002764,0000626671
42139,620000732,0000195560
42179,620000770,0000195560
42272,620000865,0000195560
42359,620000957,0000195560
42413,620001013,0000195560
42507,620001110,0000195560
42645,620001249,0000195560
42731,620001336,0000195560
42837,620001444,0000195560
42914,620001523,0000195560
43033,620001644,0000195560
43094,620001705,0000195560
43219,620001834,0000195560
43314,620001934,0000195560
43402,620002025,0000195560
43488,620002114,0000195560
43562,620002190,0000195560
43683,620002312,0000195560
43786,620002415,0000195560
43896,620002528,0000195560
43981,620002613,0000195560
44127,620002765,0000195560
42092,620000681,0000661322
42166,620000762,0000661322
42225,620000818,0000661322
42335,620000931,0000661322
42415,620001015,0000661322
42542,620001145,0000661322
42631,620001234,0000661322
42734,620001341,0000661322
42908,620001517,0000661322
42984,620001595,0000661322
43101,620001711,0000661322
43200,620001816,0000661322
43294,620001915,0000661322
43415,620002038,0000661322
43431,620002053,0000661322
43498,620002125,0000661322
43568,620002197,0000661322
43623,620002245,0000661322
43704,620002333,0000661322
43783,620002412,0000661322
43885,620002514,0000661322
43917,620002550,0000661322
43982,620002614,0000661322
44126,620002763,0000661322
42086,620000679,0000564143
42142,620000733,0000564143
42256,620000849,0000564143
42352,620000950,0000564143
42433,620001033,0000564143
42636,620001240,0000564143
42531,620001135,0000564143
42704,620001309,0000564143
42827,620001434,0000564143
42899,620001508,0000564143
42998,620001609,0000564143
43090,620001702,0000564143
43207,620001822,0000564143
43288,620001907,0000564143
43407,620002031,0000564143
43495,620002122,0000564143
43603,620002230,0000564143
43668,620002297,0000564143
43758,620002387,0000564143
43959,620002590,0000564143
43863,620002492,0000564143
44048,620002681,0000564143
44125,620002762,0000564143
42148,620000740,0000635982
42245,620000835,0000635982
42319,620000917,0000635982
42370,620000967,0000635982
42440,620001041,0000635982
42627,620001231,0000635982
42548,620001151,0000635982
42735,620001340,0000635982
42797,620001404,0000635982
42917,620001527,0000635982
42944,620001557,0000635982
43117,620001730,0000635982
43013,620001624,0000635982
43204,620001824,0000635982
43300,620001918,0000635982
43505,620002132,0000635982
43399,620002022,0000635982
43575,620002202,0000635982
43669,620002298,0000635982
43795,620002424,0000635982
43983,620002615,0000635982
43852,620002481,0000635982
42162,620000753,0000164149
44049,620002683,0000635982
42236,620000829,0000164149
42339,620000937,0000164149
42454,620001055,0000164149
42509,620001112,0000164149
42649,620001253,0000164149
42661,620001266,0000164149
42736,620001339,0000164149
42801,620001406,0000164149
42918,620001526,0000164149
43032,620001643,0000164149
43113,620001728,0000164149
43209,620001825,0000164149
43307,620001927,0000164149
43502,620002129,0000164149
43372,620001995,0000164149
43574,620002204,0000164149
43617,620002249,0000164149
43697,620002326,0000164149
43755,620002384,0000164149
43889,620002518,0000164149
43965,620002597,0000164149
44122,620002759,0000635982
44123,620002760,0000164149
42154,620000745,0000618092
42262,620000854,0000618092
42445,620001045,0000618092
42350,620000948,0000618092
42517,620001120,0000618092
42721,620001326,0000618092
42617,620001221,0000618092
42804,620001411,0000618092
42892,620001501,0000618092
42994,620001606,0000618092
43124,620001737,0000618092
43214,620001829,0000618092
43290,620001911,0000618092
43371,620001994,0000618092
43496,620002123,0000618092
43586,620002214,0000618092
43690,620002319,0000618092
43792,620002420,0000618092
43868,620002497,0000618092
43992,620002625,0000618092
44121,620002758,0000618092
42163,620000751,0000093842
42255,620000848,0000093842
42327,620000924,0000093842
42411,620001011,0000093842
42515,620001118,0000093842
42638,620001244,0000093842
42806,620001413,0000093842
42729,620001334,0000093842
43017,620001628,0000093842
42889,620001498,0000093842
43116,620001729,0000093842
43306,620001926,0000093842
43191,620001805,0000093842
43401,620002024,0000093842
43583,620002211,0000093842
43481,620002107,0000093842
43670,620002299,0000093842
43785,620002413,0000093842
43899,620002529,0000093842
43960,620002592,0000093842
44010,620002640,0000093842
44058,620002691,0000093842
44120,620002757,0000093842
42150,620000742,0000006921
42241,620000833,0000006921
42455,620001056,0000006921
42318,620000915,0000006921
42511,620001115,0000006921
42746,620001351,0000006921
42602,620001206,0000006921
42807,620001414,0000006921
42996,620001607,0000006921
42901,620001510,0000006921
43099,620001713,0000006921
43179,620001793,0000006921
43310,620001930,0000006921
43499,620002126,0000006921
43390,620002013,0000006921
43581,620002209,0000006921
43695,620002325,0000006921
43774,620002403,0000006921
43861,620002491,0000006921
43911,620002542,0000006921
43963,620002595,0000006921
44005,620002639,0000006921
44055,620002688,0000006921
44119,620002755,0000006921
42174,620000766,0000617286
42244,620000838,0000617286
42439,620001038,0000617286
42336,620000934,0000617286
42530,620001133,0000617286
42606,620001210,0000617286
42714,620001320,0000617286
42903,620001511,0000617286
42828,620001436,0000617286
43002,620001611,0000617286
43137,620001751,0000617286
43104,620001714,0000617286
43190,620001804,0000617286
43298,620001920,0000617286
43417,620002039,0000617286
43466,620002092,0000617286
43585,620002213,0000617286
43701,620002330,0000617286
43757,620002386,0000617286
43987,620002619,0000617286
44063,620002696,0000617286
44117,620002754,0000617286
42062,620000650,0000108027
42136,620000729,0000108027
42264,620000856,0000108027
42320,620000916,0000108027
42416,620001016,0000108027
42522,620001126,0000108027
42648,620001252,0000108027
42716,620001321,0000108027
42766,620001371,0000108027
42811,620001418,0000108027
42997,620001608,0000108027
42915,620001524,0000108027
43187,620001800,0000108027
43322,620001941,0000108027
43403,620002026,0000108027
43511,620002137,0000108027
43602,620002231,0000108027
43685,620002314,0000108027
43796,620002425,0000108027
43860,620002489,0000108027
43972,620002603,0000108027
44047,620002680,0000108027
44116,620002753,0000108027
42140,620000731,0000531336
42243,620000837,0000531336
42362,620000960,0000531336
42451,620001052,0000531336
42524,620001125,0000531336
42626,620001230,0000531336
42796,620001403,0000531336
42739,620001345,0000531336
42849,620001459,0000531336
42937,620001546,0000531336
43011,620001622,0000531336
43183,620001799,0000531336
43083,620001695,0000531336
43301,620001923,0000531336
43388,620002010,0000531336
43580,620002208,0000531336
43672,620002301,0000531336
43768,620002396,0000531336
43862,620002490,0000531336
43961,620002593,0000531336
44115,620002752,0000531336
42156,620000749,0000637425
42189,620000782,0000637425
42271,620000864,0000637425
42329,620000926,0000637425
42419,620001018,0000637425
42521,620001124,0000637425
42610,620001215,0000637425
42730,620001335,0000637425
42840,620001447,0000637425
42932,620001541,0000637425
43008,620001620,0000637425
43125,620001738,0000637425
43177,620001791,0000637425
43309,620001929,0000637425
43370,620001993,0000637425
43489,620002116,0000637425
43594,620002222,0000637425
43692,620002323,0000637425
43887,620002517,0000637425
43798,620002427,0000637425
43949,620002580,0000637425
44114,620002751,0000637425
42147,620000738,0000072616
42224,620000817,0000072616
42334,620000933,0000072616
42434,620001034,0000072616
42514,620001117,0000072616
42570,620001177,0000072616
42651,620001254,0000072616
42733,620001338,0000072616
42817,620001424,0000072616
42898,620001507,0000072616
43111,620001724,0000072616
42985,620001596,0000072616
43201,620001817,0000072616
43296,620001916,0000072616
43382,620001999,0000072616
43492,620002118,0000072616
43591,620002219,0000072616
43671,620002300,0000072616
43776,620002404,0000072616
43864,620002493,0000072616
43980,620002612,0000072616
44113,620002750,0000072616
42124,620000711,0000631335
42402,620001002,0000631335
42488,620001091,0000631335
42658,620001263,0000631335
42789,620001394,0000631335
42878,620001488,0000631335
42960,620001571,0000631335
43057,620001669,0000631335
43145,620001753,0000631335
43427,620002051,0000631335
43649,620002274,0000631335
43837,620002467,0000631335
44034,620002668,0000631335
42199,620000792,0000610627
42304,620000902,0000610627
42399,620001000,0000610627
42682,620001291,0000610627
42470,620001071,0000610627
42863,620001468,0000610627
42959,620001569,0000610627
43041,620001648,0000610627
43134,620001748,0000610627
43426,620002048,0000610627
43529,620002157,0000610627
43737,620002369,0000610627
43332,620001955,0000610627
44038,620002671,0000610627
42211,620000807,0000501190
42311,620000906,0000501190
42437,620001039,0000501190
42477,620001078,0000501190
42581,620001184,0000501190
42656,620001260,0000501190
42727,620001333,0000501190
42779,620001388,0000501190
42860,620001470,0000501190
42916,620001525,0000501190
42956,620001566,0000501190
43266,620001882,0000501190
43046,620001657,0000501190
43453,620002079,0000501190
43516,620002144,0000501190
43714,620002343,0000501190
43840,620002469,0000501190
43927,620002559,0000501190
43986,620002618,0000501190
44029,620002662,0000501190
42308,620000905,0000098610
42671,620001276,0000098610
42977,620001588,0000098610
43065,620001674,0000098610
43132,620001745,0000098610
43260,620001881,0000098610
43331,620001947,0000098610
43394,620002018,0000098610
43643,620002272,0000098610
42758,620001365,0000098610
43734,620002362,0000098610
43821,620002450,0000098610
43909,620002540,0000098610
44004,620002635,0000098610
42107,620000708,0000591982
42198,620000791,0000591982
42618,620001224,0000591982
42851,620001458,0000591982
43069,620001683,0000591982
43139,620001764,0000591982
43231,620001851,0000591982
43436,620002062,0000591982
43576,620002203,0000591982
43633,620002264,0000591982
43844,620002472,0000591982
43515,620002141,0000591982
43998,620002629,0000591982
42418,620001017,0000016407
42694,620001299,0000016407
42979,620001590,0000016407
42373,620000972,0000016407
43055,620001667,0000016407
43144,620001755,0000016407
43347,620001966,0000016407
43718,620002347,0000016407
43830,620002461,0000016407
43929,620002560,0000016407
44028,620002660,0000016407
42212,620000806,0000535956
42278,620000871,0000535956
42566,620001170,0000535956
42693,620001297,0000535956
42776,620001383,0000535956
43230,620001849,0000535956
43433,620002059,0000535956
43554,620002182,0000535956
43642,620002270,0000535956
43811,620002441,0000535956
43923,620002554,0000535956
44026,620002657,0000535956
42218,620000811,0000139405
42290,620000886,0000139405
42879,620001487,0000139405
43062,620001675,0000139405
43258,620001880,0000139405
43418,620002041,0000139405
43491,620002117,0000139405
43541,620002169,0000139405
43622,620002251,0000139405
43817,620002448,0000139405
44017,620002648,0000139405
42585,620001190,0000490263
42641,620001245,0000490263
42759,620001362,0000490263
42896,620001504,0000490263
42939,620001548,0000490263
43335,620001958,0000490263
43419,620002042,0000490263
43650,620002280,0000490263
42662,620001265,0000490263
43730,620002360,0000490263
43829,620002458,0000490263
43924,620002556,0000490263
42121,620000707,0000155726
42500,620001103,0000155726
42680,620001285,0000155726
42874,620001484,0000155726
42970,620001582,0000155726
43038,620001650,0000155726
43153,620001760,0000155726
43409,620002032,0000155726
43439,620002065,0000155726
43638,620002271,0000155726
43227,620001847,0000155726
43738,620002366,0000155726
43834,620002463,0000155726
43938,620002567,0000155726
43966,620002596,0000155726
42216,620000809,0000712943
